STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
606003,2066668,6.25,6.25,,,5.75,4.75,2.8,3.75,,6,,2
606004,2066669,6.75,9.5,,,7.67,6.75,7.2,6.5,,7.2,,2
606005,2066670,7.25,8.75,,,7.83,7.5,8.2,7.75,,8,,2
606006,2066671,7.25,7.5,,,6.83,5.75,7.4,7,,8.4,,2
606007,2066672,6.5,9.5,,,7.17,5.5,3.4,7,,6.2,,2
606008,2066673,7.75,9.25,,,7.83,6.5,7.4,7.25,,8.6,,2
606009,2066674,5.5,8.75,,,5.92,3.5,5.2,6.25,,8,,2
606010,2066675,6.5,8,,,6,3.5,5.6,6.5,,7.2,,2
606011,2066676,8,9.5,,,7.67,5.5,5.8,6.75,,8,,2
606012,2066677,8.25,8.5,,,8.17,7.75,4.4,6.5,,6.8,,2
606013,2066678,7,9,,,8,8,8.4,7.25,,8.6,,2
606014,2066679,5,5.25,,,4.75,4,2.4,5.75,,4.6,,2
606015,2066680,7.75,8.25,,,7.83,7.5,4,6.75,,5.6,,2
606016,2066681,6.5,8.5,,,6.58,4.75,4.6,6.25,,6.2,,2
606017,2066682,7.75,9,,,7.58,6,9.4,8.25,,8.6,,2
606018,2066683,7,9.25,,,7.08,5,6.8,6.75,,7.4,,2
606019,2066684,8,8.5,,,8,7.5,6.6,6.75,,8.2,,2
606020,2066685,6,8.75,,,7.17,6.75,7.2,7,,6,,2
606021,2066686,7.75,8.5,,,7.33,5.75,7.8,6.25,,6,,2
606022,2066687,,,7.75,,,,,,7,7.8,,2
606023,2066688,,,6,6.17,,,,7.25,5.25,6.6,7.25,2
606024,2066689,,,6.75,6.67,,,,6.5,6.75,6.8,6.5,2
606025,2066690,,,4.25,4.83,,,,5.75,5.25,5.8,5,2
606026,2066691,6.5,8.75,,,7.92,8.5,8,5,,6,,2
606027,2066692,5,8.25,,,6.42,6,4.6,6.5,,6,,2
606028,2066693,7,8.75,,,7,5.25,4.8,6.75,,6.8,,2
606029,2066694,7.5,9,,,6.92,4.25,8.4,8,,7,,2
606030,2066695,,,7.25,,,,,,,8.2,6.25,2
606031,2066696,7.75,9.25,,,6.83,3.5,4.6,7.25,,6.6,,2
606032,2066697,7.25,8.75,,,6.75,4.25,4.4,6.75,,7,,2
606033,2066698,8.25,8.25,,,7,4.5,4.8,6.25,,5.6,,2
606034,2066699,,,3.5,,,,,,,6.6,3.5,2
606035,2066700,6.5,7.75,,,5.75,3,5.6,6.75,,6.6,,2
606036,2066701,7,7.75,,,6.75,5.5,4,7.75,,6.8,,2
606037,2066702,8.5,10,,,8.67,7.5,7,6.5,,7.2,,2
606038,2066703,,,5.5,5.83,,,,6.5,5.75,8,6.25,2
606039,2066704,,,3.75,3.08,,,,5.5,2,5.2,3.5,2
606040,2066705,,,3.5,3.75,,,,7,4,4.4,3.75,2
606041,2066706,6.75,7.5,,,6.5,5.25,2,5.25,,5.2,,2
606042,2066707,6,,,,,6,,7,,6.2,,2
606043,2066708,,,7.5,7,,,,7.25,6.25,8.2,7.25,2
606044,2066709,6.25,,,,,5.25,,7,,7.6,,2
606045,2066710,8,,,,,6,,6,,6.8,,2
606046,2066711,,,7.25,,,,,,,8.2,7.75,2
606047,2066712,6.75,7,,,5.58,3,5.8,7.5,,3.2,,2
606048,2066713,,,8.75,,,,,,8.5,8.6,,2
606049,2066714,,,6.25,6.58,,,,7.5,6,8.4,7.5,2
606050,2066715,8,,,,,7.75,,7.5,,7.4,,2
606051,2066716,7.25,,,,,4.25,,7,,4.4,,2
606052,2066717,7.75,9,,,8.08,7.5,8.4,8.25,,8.6,,2
606053,2066718,,,7.75,,,,,,8.75,8.2,,2
606054,2066719,7.25,,,,,5.75,,7.75,,6.2,,2
606055,2066720,6.25,8,,,6,3.75,4,6.75,,6.4,,2
606056,2066721,7,7.75,,,7.25,7,6,7.5,,6.6,,2
606057,2066722,7.25,9,,,8.33,8.75,7,7.5,,8.6,,2
606058,2066723,7,9,,,7.83,7.5,9.8,8.5,,9.2,,2
606059,2066724,8.5,9.75,,,9.08,9,9,8,,9.2,,2
606060,2066725,6,7.75,,,6.08,4.5,4,7.25,,4,,2
606061,2066726,7.25,,,,,5.75,,7.5,,5,,2
606062,2066727,8.25,9.25,,,8.33,7.5,8.6,8.5,,8.8,,2
606063,2066728,,,8.75,7.33,,,,,9.5,9.4,3.75,2
606064,2066729,6,,,,,4.5,,7.5,,6.4,,2
606065,2066730,5.75,,,,,3.5,,6.75,,6.4,,2
606066,2066731,,,3.75,4.33,,,,6.75,5,6,4.25,2
606067,2066732,,,8.5,,,,,,7.75,9,,2
606068,2066733,6,,,,,3.25,,5.25,,6.6,,2
606069,2066734,,,4.25,5.33,,,,6.5,5,6,6.75,2
606070,2066735,6.75,,,,,4.75,,6.5,,7.8,,2
606071,2066736,,,8,6.83,,,,7,4.75,7.6,7.75,2
606072,2066737,9,,,,,8.75,,8,,7.6,,2
606073,2066738,7,9.25,,,7.67,6.75,5.2,7.25,,7,,2
606074,2066739,,,6.25,5.17,,,,6.5,5.75,6.8,3.5,2
606075,2066740,6.25,,,,,5,,6,,6.4,,2
606076,2066741,7,,,,,4,,5.25,,5.2,,2
606077,2066742,8,,,,,8,,7.5,,7.4,,2
606078,2066743,5.75,,,,,4.75,,3.75,,4.8,,2
606079,2066744,7.25,,,,,4,,6.25,,7.2,,2
606080,2066745,8.25,,,,,6.25,,6.75,,4.2,,2
606081,2066746,4.75,,,,,4,,6.5,,6.2,,2
606082,2066747,7.25,9.5,,,7.75,6.5,5.8,7,,8.2,,2
606083,2066748,7.5,,,,,6,,7.5,,8,,2
606084,2066749,,,7,4.92,,,,,4.75,7.6,3,2
606085,2066750,5.75,,,,,4.5,,7,,6.2,,2
606086,2066751,5.75,,,,,4.5,,7,,5.8,,2
606087,2066752,5.75,,,,,3.25,,6,,7.4,,2
606088,2066753,,,7.75,5.92,,,,,2,8.8,8,2
606089,2066754,8.25,9,,,8,6.75,8.2,7.5,,8.2,,2
606090,2066755,4.75,,,,,3.5,,7,,6,,2
606091,2066756,6.5,,,,,3,,6.25,,3.8,,2
606092,2066757,7,,,,,4.25,,5.75,,5.8,,2
606093,2066758,6.75,,,,,7,,6,,5.6,,2
606094,2066759,,,7,7.17,,,,6.5,8,7.4,6.5,2
606095,2066760,8,9.25,,,7.58,5.5,5.4,6.75,,6.8,,2
606096,2066761,,,6.25,6.25,,,,6,6,7.2,6.5,2
606097,2066762,6.25,8.5,,,6.83,5.75,3.4,6.75,,5.4,,2
606098,2066763,,,5,4.17,,,,4.75,3.75,4.4,3.75,2
606099,2066764,6,,,,,8,,7,,7.6,,2
606100,2066765,7.25,,,,,6.25,,5.5,,6.6,,2
606101,2066766,7.25,,,,,7.75,,6.5,,7.6,,2
606102,2066767,,,8,,,,,,7.25,9.6,,2
606103,2066768,,,4.25,5.33,,,,6,5.75,6,6,2
606104,2066769,7,7.5,,,6.67,5.5,3.4,6,,7.2,,2
606105,2066770,7.5,8,,,7,5.5,4.6,6.25,,5,,2
606106,2066771,7.5,,,,,8,,6.5,,8,,2
606107,2066772,8.25,9.25,,,7.17,4,4.4,7.25,,7.2,,2
606108,2066773,9,9.75,,,8.67,7.25,7,7.25,,7.8,,2
606109,2066774,6.75,,,,,4.75,,7.75,,5,,2
606110,2066775,6.25,8.5,,,7.17,6.75,8.4,8.25,,8.4,,2
606111,2066776,,,6.5,6.58,,,,6.75,6.25,7.6,7,2
606112,2066777,7,8.5,,,7,5.5,2.8,7,,7.8,,2
606113,2066778,,,9.25,,,,,,9,8.8,,2
606114,2066779,6.25,,,,,4.5,,6.5,,6.4,,2
606115,2066780,4.75,,,,,3,,6.5,,6,,2
606116,2066781,8.75,8,,,7.42,5.5,8.2,7.75,,9.2,,2
606117,2066782,,,6.5,,,,,,6,6.2,,2
606118,2066783,,,4.75,,,,,,4,7.6,,2
606119,2066784,7.5,8.5,,,7.75,7.25,8,8.5,,9.4,,2
606120,2066785,6.5,,,,,5,,7,,5.6,,2
606121,2066786,6.75,,,,,4.75,,6.25,,7.2,,2
606122,2066787,4.75,,,,,3.5,,7,,4.4,,2
606123,2066788,4.75,,,,,5,,7,,6.4,,2
606124,2066789,,,6.5,6.5,,,5.6,7,5.75,7,7.25,2
606125,2066790,8.75,,,,,7,,6.25,,8,,2
606126,2066791,7.5,9,,,6.92,4.25,6,6.75,,6.6,,2
606127,2066792,7.75,8,,,7.58,7,7.8,5.5,,6,,2
606128,2066793,,,7.5,7.08,,,6.2,7.75,6,8.8,7.75,2
606129,2066794,,,8.25,6.58,,,7.4,6,8,8.4,3.5,2
606130,2066795,7.25,9,,,7.25,5.5,8.2,8.25,,8.2,,2
606131,2066796,,,5.25,5.58,,,7,6.5,5.25,8.2,6.25,2
606132,2066797,2.25,,,,,3.25,,5.75,,2.6,,2
606133,2066798,8,9,,,7.67,6,8.4,8,,8.6,,2
606134,2066799,,,8.5,6.58,,,8,7.25,7.5,8.2,3.75,2
606135,2066800,,,8.25,7.58,,,4.6,7.5,7.5,8.2,7,2
606136,2066801,7.25,9,,,8,7.75,7.2,7.75,,8,,2
606137,2066802,,,7.75,7.42,,,7.4,8,7,8.2,7.5,2
606138,2066803,8.25,9.25,,,8,6.5,8.8,7.5,,7.6,,2
606139,2066804,,,8.5,7.17,,,,,7.5,9,5.5,2
606140,2066805,7.25,7.5,,,7.25,7,8,7.75,,8.4,,2
606141,2066806,5.5,,,,,2.25,,6,,2.4,,2
606142,2066807,6,,,,,5.75,,7.25,,6.4,,2
606143,2066808,6.5,8.25,,,6.5,4.75,4,6.25,,6.2,,2
606144,2066809,,,5,4.83,,,5,7.25,3.75,7.6,5.75,2
606145,2066810,,,8.25,7.33,,,6,7.5,5.5,8.6,8.25,2
606146,2066811,7,9.25,,,7.58,6.5,8.6,8,,8.6,,2
606147,2066812,,,7.5,6.33,,,5.4,7,4.5,7.6,7,2
606148,2066813,5.25,,,,,4,,6,,5.8,,2
606149,2066814,,,6,5.25,,,7.8,8.25,4.25,8.2,5.5,2
606150,2066815,5.75,,,,,4,,6.25,,7.4,,2
606151,2066816,,,8.25,6.83,,,7,7,7,9,5.25,2
606152,2066817,7,,,,,6.5,,6.5,,4.4,,2
606153,2066818,,,5,5,,,,7.5,3.75,7.6,6.25,2
606154,2066819,,,6,5.75,,,7,7,4.75,7.4,6.5,2
606155,2066820,6.5,,,,,3,,7.75,,5.6,,2
606156,2066821,,,8.75,7.83,,,9.6,7.75,6.25,9.2,8.5,2
606157,2066822,,,6,5.42,,,,8,5.5,6.4,4.75,2
606158,2066823,6.5,8,,,6.92,6.25,8.4,8.75,,7,,2
606159,2066824,6,,,,,5.75,,6.5,,4.4,,2
606160,2066825,,,8.5,7.08,,,6.4,7.75,8.5,9.2,4.25,2
606161,2066826,6.75,7,,,5.92,4,8.4,7.75,,8.8,,2
606162,2066827,,,6.25,5.58,,,3.8,7.25,5,6.6,5.5,2
606163,2066828,,,8,6.67,,,8.4,7.25,7.5,8.6,4.5,2
606164,2066829,,,7.5,7,,,5.6,7.25,4.25,8.8,9.25,2
606165,2066830,,,7.5,6.42,,,6.8,6.25,6,7.6,5.75,2
606166,2066831,,,7.25,6.33,,,7.4,7.25,6.25,8.2,5.5,2
606167,2066832,5.25,,,,,3.5,,4,,3.8,,2
606168,2066833,,,7,5.5,,,2,5.75,4,7.2,5.5,2
606169,2066834,,,6.5,6.67,,,,6.5,5.75,8,7.75,2
606170,2066836,6.5,8.5,,,7,6,7.8,6.5,,7.6,,2
606171,2066837,7.25,,,,,5.25,,5.5,,6,,2
606172,2066838,7.25,,,,,6.75,,6.75,,5.8,,2
606173,2066839,,,6,5.83,,,7.8,7.25,3.75,9,7.75,2
606174,2066840,,,5.75,6.33,,,7.6,7,5.25,9.2,8,2
606175,2066841,7.75,,,,,6.5,,5.25,,7.8,,2
606176,2066842,7.25,9,,,7.17,5.25,4,7.25,,5.6,,2
606177,2066843,5.75,9.25,,,7.67,8,7,6.5,,7.8,,2
606178,2066844,,,9.25,8.5,,,8.6,7.25,7.5,8.8,8.75,2
606179,2066845,7.75,9,,,8.58,9,9,7.75,,8.4,,2
606180,2066846,,,8,7,,,7.2,6.25,6,7.8,7,2
606181,2066847,5.5,8.25,,,5.83,3.75,5,7,,6.4,,2
606182,2066848,,,7,5.67,,,4.2,6.75,4,8,6,2
606183,2066849,,,4.25,5.42,,,6.8,6.25,5.25,8.6,6.75,2
606184,2066850,8.25,,,,,5,,6.25,,7.4,,2
606185,2066851,,,8.5,7.25,,,,7.5,6.25,7.2,7,2
606186,2066852,,,5.75,5.67,,,4.2,5.75,4.5,6.8,6.75,2
606187,2066853,,,6.5,5.5,,,6.4,7.25,4.75,8.2,5.25,2
606188,2066854,,,7,6.42,,,9,7,6.5,9.4,5.75,2
606189,2066855,,,8.5,,,,,,8.25,8.8,,2
606190,2066856,,,8.5,,,,,,8,8.8,,2
606191,2066857,8.25,,,,,7.75,,7.75,,7.6,,2
606192,2066858,,,8.75,7.42,,,8.6,7.5,6.75,9.6,6.75,2
606193,2066859,,,4,5.33,,,6.8,6.5,4.25,8.4,7.75,2
606194,2066860,,,6.5,5.92,,,,6,4.75,7,6.5,2
606195,2066861,,,5.25,5.75,,,6.8,7.75,4.25,8.4,7.75,2
606196,2066862,8.25,9,,,7.25,4.5,8,8.5,,8.8,,2
606197,2066863,6.5,6.75,,,6,4.75,5,7,,7.6,,2
606198,2066864,,,6.5,6,,,6,7.25,4,8.2,7.5,2
606199,2066865,,,9,6.83,,,4,6.5,4,7.6,7.5,2
606200,2066866,,,7.5,7.17,,,6.4,6.5,5.5,8.6,8.5,2
606201,2066867,,,7.75,,,,,,,9.6,8.25,2
606202,2066868,,,2.5,4,,,6.2,5.75,3.25,6.6,6.25,2
606203,2066869,6,,,,,4.25,,5.75,,6.2,,2
606204,2066870,,,7.75,7.5,,,7.8,8,6.75,9,8,2
606205,2066871,,,4.75,5.33,,,,6,5.25,7.2,6,2
606206,2066872,,,5,5.75,,,5.4,5.25,5.5,7.2,6.75,2
606207,2066873,,,3.25,5.25,,,7.2,7.25,5.5,8,7,2
606208,2066874,5.5,7.75,,,5.25,2.5,3.6,7.75,,6.6,,2
606209,2066875,,,6.25,6.08,,,6.6,7,4.5,7,7.5,2
606210,2066876,,,6.25,6.58,,,9.8,8.5,5.25,9,8.25,2
606211,2066877,,,9.25,7.92,,,7.4,7.5,8.75,9.2,5.75,2
606212,2066878,,,4.75,5.5,,,4.6,7.25,5,8,6.75,2
606213,2066879,7,,,,,6.75,,6.5,,7.2,,2
606214,2066880,7.75,,,,,6.25,,7.5,,6.4,,2
606215,2066881,,,9.5,7,,,,,9.5,9.4,2,2
606216,2066882,7.75,9,,,7.67,6.25,6.4,8,,7.8,,2
606217,2066883,7.75,,,,,6.5,,6.5,,6.6,,2
606218,2066884,7,9.25,,,7,4.75,8,7,,8,,2
606219,2066885,7,,,,,5,,6.5,,6.8,,2
606220,2066886,,,5.25,,,,,,,3.8,3.75,2
606221,2066887,,,7,6.5,,,7.4,7.5,8.5,7.8,4,2
606222,2066888,,,5.75,6.17,,,7.6,6,5,8,7.75,2
606223,2066889,,,4.25,4.33,,,6.4,6.25,5,6.2,3.75,2
606224,2066890,,,8,6.33,,,5.8,8.25,3.75,8.2,7.25,2
606225,2066891,7.25,,,,,7,,7.25,,7.8,,2
606226,2066892,7.5,,,,,6.75,,6,,7,,2
606227,2066893,6,,,,,4,,5,,3,,2
606228,2066894,7,,,,,6,,7.25,,5.4,,2
606229,2066895,,,9,7.75,,,7.2,7.5,8.25,9.4,6,2
606230,2066896,,,7.5,7.58,,,7.8,7.25,7.25,7.6,8,2
606231,2066897,6,,,,,5.25,,6.5,,5,,2
606232,2066898,,,6.5,6.42,,,3,6.25,5.5,7,7.25,2
606233,2066899,5.25,,,,,3.75,,6.25,,6.6,,2
606234,2066900,8.25,9,,,7.67,5.75,4.6,6.5,,6.2,,2
606235,2066901,,,4.5,4.92,,,8,7.25,7.5,8,2.75,2
606236,2066902,6.75,,,,,3,,5.5,,4.6,,2
606237,2066903,8.25,,,,,8.25,,6.25,,5,,2
606238,2066904,5,8,,,5.67,4,5.8,7.25,,6.6,,2
606239,2066905,5.25,,,,,4.25,,5.25,,6.4,,2
606240,2066906,,,6.25,6.17,,,4.6,7,5.75,8.4,6.5,2
606241,2066907,7.25,,,,,5.5,,5.75,,7.8,,2
606242,2066908,,,8.25,6.67,,,5.4,6.25,4.25,8.2,7.5,2
606243,2066909,6.25,,,,,5.5,,6.25,,5.4,,2
606244,2066910,,,8,7.67,,,6,7,8.25,9.2,6.75,2
606245,2066911,5.5,6.25,,,5.25,4,2.6,6,,6.2,,2
606246,2066912,4.5,,,,,4.5,,5.5,,4.6,,2
606247,2066913,,,3.5,5.17,,,7.6,6.75,4,9.4,8,2
606248,2066914,6.25,,,,,4,,6.5,,6.8,,2
606249,2066915,5.5,,,,,5.25,,5.75,,5,,2
606250,2066916,,,5.75,5.5,,,4,6.25,5,5.8,5.75,2
606251,2066917,,,6.5,5.92,,,5.6,7,4.75,7.6,6.5,2
606252,2066918,7.5,,,,,4.75,,4.75,,3.8,,2
606253,2066919,,,5,6.08,,,6.2,6.25,6,8.6,7.25,2
606254,2066920,7,,,,,6,,6.5,,4.6,,2
606255,2066921,6.5,,,,,6.75,,6.75,,6.6,,2
606256,2066922,,,7.75,6.83,,,5.6,7.75,5.5,8.4,7.25,2
606257,2066923,,,6.25,6.08,,,,4.5,5.75,7,6.25,2
606258,2066924,,,9,7.08,,,5.6,7,9.25,9,3,2
606259,2066925,4.5,,,,,6.5,,7.25,,7.4,,2
606260,2066926,,,7.25,7.33,,,7.4,7.25,7,8.8,7.75,2
606261,2066927,,,5.5,5.42,,,5.2,6.5,4.5,7.4,6.25,2
606262,2066928,,,7.25,7.92,,,7.8,7,9,9.4,7.5,2
606263,2066929,7.5,8,,,6.92,5.25,8.8,8,,9.2,,2
606264,2066930,,,7.5,6.75,,,5.6,7.5,6.25,7,6.5,2
606265,2066931,,,7.5,7.5,,,,7.5,8,8.2,7,2
606266,2066932,,,5,5.83,,,,5.75,5.5,7.6,7,2
606267,2066933,6.5,8.5,,,5.92,2.75,4.8,7.75,,6.6,,2
606268,2066934,,,7,6.83,,,6.4,8,6,6,7.5,2
606269,2066935,,,7.75,7.25,,,,5,6.5,8,7.5,2
606270,2066936,6,,,,,4,,6,,5.4,,2
606271,2066937,7.25,,,,,4.5,,6.25,,3.4,,2
606272,2066938,4.5,8,,,5.17,3,3.2,6.5,,4.8,,2
606273,2066939,6.5,8,,,6.67,5.5,8,6.25,,5.2,,2
606274,2066940,7.5,7.25,,,6.75,5.5,5.8,6.25,,6.4,,2
606275,2066941,,,7,5.92,,,4.4,6.75,3.25,7,7.5,2
606276,2066942,,,8,6.92,,,6.8,6.75,5.5,8.4,7.25,2
606277,2066943,,,7,5.67,,,3,7,4,6.6,6,2
606278,2066944,,,6.75,6.42,,,4.8,6.5,9.25,9,3.25,2
606279,2066945,7.5,,,,,5.25,,7.75,,6,,2
606280,2066946,,,6,6.75,,,3.6,6.25,6.75,8.4,7.5,2
606281,2066947,,,5.5,5.67,,,5,7,6,6.8,5.5,2
606282,2066948,,,6.75,7.08,,,8.6,7.5,6.5,8.6,8,2
606283,2066949,,,7.25,6.67,,,4.4,5.5,5.75,8.8,7,2
606284,2066950,5.5,,,,,3.25,,5.75,,4.8,,2
606285,2066951,,,5,5.5,,,7.6,5.25,4,9.2,7.5,2
606286,2066952,7,,,,,5,,5.5,,4.8,,2
606287,2066953,,,5.75,6.75,,,6,6.25,7.25,7.8,7.25,2
606288,2066954,,,6.5,6.67,,,5.6,6,5.5,8.2,8,2
606289,2066955,7.25,,,,,6.25,,7,,7.8,,2
606290,2066956,8.25,9,,,7.5,5.25,8.8,6.75,,8.4,,2
606291,2066957,6,,,,,4.25,,5,,4,,2
606292,2066958,,,8,7.17,,,8,6,8.25,8,5.25,2
606293,2066959,,,3.75,5.42,,,8.4,6.5,4.75,7.8,7.75,2
606294,2066960,8,,,,,7.75,,7.25,,4.6,,2
606295,2066961,5.25,7.5,,,6.42,6.5,4.8,4.75,,6.8,,2
606296,2066962,,,7.25,6.42,,,3.2,6.5,5.25,8.4,6.75,2
606297,2066963,,,4.25,5.25,,,5.8,7.5,5.5,8,6,2
606298,2066964,,,6.75,6.75,,,7.2,7,5.75,8.8,7.75,2
606299,2066965,6,,,,,2.5,,5.75,,4.4,,2
606300,2066966,,,9.25,8.17,,,7.6,7.25,9.5,9.6,5.75,2
606301,2066967,,,6.75,7,,,8.2,7.75,5.75,9.4,8.5,2
606302,2066968,,,9,7.67,,,7.8,7.5,5.5,9.2,8.5,2
606303,2066969,,,5.25,5.75,,,9.2,9,6,9,6,2
606304,2066970,8,8.5,,,7.33,5.5,5.8,7,,6,,2
606305,2066971,5,,,,,4.75,,5.75,,5.8,,2
606306,2066972,,,5.5,5.25,,,7.8,6.75,4.5,7.8,5.75,2
606307,2066973,,,7.25,6.58,,,7.6,7,5,7.4,7.5,2
606308,2066974,,,6.5,6.08,,,4.8,7.25,5.25,7.4,6.5,2
606309,2066975,6.5,,,,,6.5,,6,,6,,2
606310,2066976,6.5,7.25,,,6.5,5.75,6.2,6.25,,6,,2
606311,2066977,,,5.25,5.25,,,3.2,6,5.25,7.4,5.25,2
606312,2066978,8.25,,,,,7.75,,6.75,,4.6,,2
606313,2066979,,,6.75,7.33,,,7.8,8.5,7,8,8.25,2
606314,2066980,,,7.25,6.33,,,,7.5,6.5,6.8,5.25,2
606315,2066981,,,7.5,7.25,,,5.6,6,6.75,8.4,7.5,2
606316,2066982,,,4.5,6.17,,,9.2,7.25,5.75,9.8,8.25,2
606317,2066983,7.75,8,,,6.25,3,4.2,6.75,,7,,2
606318,2066984,5.75,8.25,,,6.42,5.25,4.8,7,,5.8,,2
606319,2066985,,,7.75,6.5,,,7.2,7.5,6,9.2,5.75,2
606320,2066986,,,6.75,5.92,,,5.2,7,5.25,8,5.75,2
606321,2066987,9,,,,,8.25,,8.25,,5.8,,2
606322,2066988,,,4.5,5.58,,,,5.75,5.75,6.8,6.5,2
606323,2066989,,,4.25,4.17,,,,6.25,4,4.8,4.25,2
606324,2066990,8,,,,,4.75,,6.25,,3.8,,2
606325,2066991,6.5,,,,,5.5,,6.75,,5.2,,2
606326,2066992,5.75,8,,,6.25,5,5.2,7,,7.8,,2
606327,2066993,,,6.75,6.67,,,8.4,6,6.5,7.6,6.75,2
606328,2066994,7,9,,,7.5,6.5,5.8,7.75,,6.4,,2
606329,2066995,,,3.75,5.5,,,,4,5,7.8,7.75,2
606330,2066996,7,9.75,,,7.67,6.25,5.8,8,,8.4,,2
606331,2066997,,,5.5,5.5,,,7.4,6.75,4.5,8.4,6.5,2
606332,2066998,7.75,8.75,,,6.67,3.5,9,7.75,,8.8,,2
606333,2066999,7,8,,,7.08,6.25,9,7.75,,8.6,,2
606334,2067000,,,6.75,6.25,,,7.2,8,4.75,8,7.25,2
606335,2067001,,,4.25,4.75,,,5,6.5,4.25,7.2,5.75,2
606336,2067002,,,7,6.17,,,3.6,7.5,5,8.2,6.5,2
606337,2067003,6.25,8.75,,,6.5,4.5,4.2,6,,6.4,,2
606338,2067004,8,,,,,6.25,,7.75,,5.4,,2
606339,2067005,,,8,7.58,,,8.2,7.5,6.25,9.6,8.5,2
606340,2067006,,,5.5,5.75,,,5.2,7.25,4.5,8.2,7.25,2
606341,2067007,7.75,9.75,,,8.58,8.25,7,8,,7.4,,2
606342,2067008,,,9,7.17,,,7.6,6,6.75,9,5.75,2
606343,2067009,,,7.25,6.33,,,,6.5,5.5,7.4,6.25,2
606344,2067010,8.25,9.5,,,9.08,9.5,9.6,7.75,,9,,2
606345,2067011,,,5.25,5.25,,,3.8,7,5.25,7,5.25,2
606346,2067012,7.25,,,,,5.75,,6.75,,6.2,,2
606347,2067013,6.75,,,,,3.5,,6,,6.2,,2
606348,2067014,,,3,3.5,,,3.2,6.25,3.5,4.6,4,2
606349,2067015,7.75,8.5,,,7.92,7.5,8.8,7.75,,9,,2
606350,2067016,7.75,9,,,7.83,6.75,6.2,7.5,,7.4,,2
606351,2067017,6,,,,,4.75,,5.25,,7.4,,2
606352,2067018,7,,,,,5.25,,7.25,,6.6,,2
606353,2067019,,,4.25,,,,,,4.75,7,,2
606354,2067020,,,6,6.75,,,6.4,6.75,6.5,8,7.75,2
606355,2067021,7.75,,,,,6.5,,6.25,,6.6,,2
606356,2067022,,,5.25,5.5,,,8.6,9.25,4.75,8.8,6.5,2
606357,2067023,7,7.5,,,6.42,4.75,6.2,6.75,,5.2,,2
606358,2067024,,,9.5,8.5,,,8.6,7.25,9,9.6,7,2
606359,2067025,,,8.25,6.58,,,7.2,7.25,7.5,8.6,4,2
606360,2067026,,,5.25,6.33,,,6.6,7.25,6.25,7.4,7.5,2
606361,2067027,,,6.75,6.5,,,4.4,6.5,5,8.2,7.75,2
606362,2067028,,,2.5,3.08,,,,5.5,2.75,3.8,4,2
606363,2067029,,,3.75,4.58,,,7.4,6.75,3.75,6.6,6.25,2
606364,2067030,,,8,8.17,,,7.2,5.5,9,9.4,7.5,2
606365,2067031,7.25,9.25,,,7.17,5,6.8,8,,7.4,,2
606366,2067032,5.75,,,,,4.25,,6.75,,5.2,,2
606367,2067033,,,5.75,5.92,,,5.2,8,5.75,7.2,6.25,2
606368,2067034,,,7.75,6.5,,,8.4,8,7.25,8.4,4.5,2
606369,2067035,7,,,,,5.5,,6.5,,6.2,,2
606370,2067036,5.75,8.25,,,6.42,5.25,3.4,6.75,,8.4,,2
606371,2067037,8.25,8.25,,,7.83,7,8.8,7.75,,9,,2
606372,2067038,6.75,,,,,4.5,,7.25,,6.4,,2
606373,2067039,8.5,9.75,,,9.17,9.25,7.4,8.5,,8.4,,2
606374,2067040,7.75,8.5,,,7.5,6.25,7.4,7.25,,7.4,,2
606375,2067041,,,5.5,5.17,,,,6,4.25,6,5.75,2
606376,2067042,6.5,8.5,,,6.92,5.75,5,7.5,,5.2,,2
606377,2067043,7.25,8.75,,,7.5,6.5,5,7.5,,6.8,,2
606378,2067044,,,7.75,7.25,,,8.8,7.25,6.25,8.4,7.75,2
606379,2067045,5.5,,,,,5,,7.5,,4.2,,2
606380,2067046,,,7.5,6.75,,,6.6,6.25,5.25,7.8,7.5,2
606381,2067047,5.75,9,,,6.58,5,4,6.75,,6.6,,2
606382,2067048,,,6,6.25,,,7.6,7.5,5.5,8.4,7.25,2
606383,2067049,,,4.75,5.08,,,,7.25,4.75,6.6,5.75,2
606384,2067050,6,,,,,2.5,,5.75,,4.2,,2
606385,2067051,6,8.25,,,6.58,5.5,6.8,7.75,,8,,2
606386,2067052,,,7,6.58,,,,6,5.5,7.2,7.25,2
606387,2067053,,,6.25,4.67,,,3.2,4.75,2.5,7,5.25,2
606388,2067054,,,4.5,5.5,,,5,6.5,5.25,7.8,6.75,2
606389,2067055,6.5,,,,,5.25,,6.25,,6.2,,2
606390,2067056,,,5,5.33,,,6,6.75,4.25,8.4,6.75,2
606391,2067057,6.25,,,,,5.75,,7.25,,6.8,,2
606392,2067058,6,,,,,5,,4.75,,6.6,,2
606393,2067059,7.75,9.75,,,8,6.5,5,6.25,,6.8,,2
606394,2067060,,,5.25,5.25,,,7.8,6.5,4.75,7.8,5.75,2
606395,2067061,,,5.25,6.33,,,5.4,6.5,5.75,7.8,8,2
606396,2067062,,,5.75,6.08,,,8,6.5,5,8.2,7.5,2
606397,2067063,,,5.5,5.42,,,8.8,6.75,3,9,7.75,2
606398,2067064,,,4.75,,,,,,,5.4,4.75,2
