Number,Age,Age,Gender,MaritalStatus,EducationLevel,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction,WorkLifeBalance,WorkLifeBalance,TotalWorkExperienceInYears,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
E100504,50,Middle-aged labor group,Female,Single,3,Bachelor,Life Sciences,Technical Lead,3,High,2,Medium,3,Better,21,Diamond range,4,Copper range,3,Meet Expectation
E100505,41,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Developer,1,Low,1,Low,3,Better,13,Gold range,8,Silver range,3,Meet Expectation
E100506,30,Main labor group,Female,Married,3,Bachelor,Life Sciences,Sales Executive,2,Medium,3,High,3,Better,12,Gold range,9,Silver range,2,Needs Improvement
E100508,38,Main labor group,Female,Single,4,Master,Life Sciences,Sales Executive,1,Low,3,High,4,Best,12,Gold range,3,Copper range,4,Exceed Expectation
E100509,32,Main labor group,Male,Single,5,Doctor,Life Sciences,Developer,3,High,1,Low,3,Better,8,Silver range,4,Copper range,4,Exceed Expectation
E100511,27,Main labor group,Male,Married,3,Bachelor,Technical Degree,Technical Lead,3,High,4,Very High,2,Good,6,Silver range,2,Copper range,3,Meet Expectation
E100513,19,Young labor group,Female,Single,1,Below College,Technical Degree,Sales Representative,3,High,1,Low,4,Best,1,Copper range,0,no exps,4,Exceed Expectation
E100516,36,Main labor group,Male,Single,2,College,Medical,Technical Lead,4,Very High,3,High,2,Good,13,Gold range,7,Silver range,3,Meet Expectation
E100517,30,Main labor group,Male,Divorced,3,Bachelor,Medical,Developer,3,High,3,High,3,Better,12,Gold range,9,Silver range,3,Meet Expectation
E100518,45,Middle-aged labor group,Female,Divorced,2,College,Life Sciences,Sales Executive,3,High,1,Low,4,Best,9,Silver range,4,Copper range,3,Meet Expectation
E100519,56,Old labor group,Female,Divorced,3,Bachelor,Life Sciences,Developer,3,High,3,High,3,Better,19,Gold range,2,Copper range,3,Meet Expectation
E100520,33,Main labor group,Male,Single,3,Bachelor,Life Sciences,Developer,3,High,1,Low,4,Best,4,Copper range,1,Copper range,3,Meet Expectation
E100521,19,Young labor group,Male,Single,3,Bachelor,Life Sciences,Developer,2,Medium,3,High,2,Good,1,Copper range,0,no exps,4,Exceed Expectation
E100522,46,Middle-aged labor group,Female,Divorced,2,College,Marketing,Sales Executive,2,Medium,3,High,3,Better,24,Diamond range,13,Gold range,2,Needs Improvement
E100523,38,Main labor group,Female,Single,2,College,Life Sciences,Technical Lead,3,High,3,High,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E100525,34,Main labor group,Female,Single,2,College,Medical,Developer,4,Very High,4,Very High,3,Better,9,Silver range,2,Copper range,3,Meet Expectation
E100526,41,Middle-aged labor group,Female,Single,2,College,Marketing,Sales Representative,2,Medium,4,Very High,2,Good,4,Copper range,3,Copper range,3,Meet Expectation
E100527,50,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Developer,3,High,4,Very High,2,Good,5,Copper range,2,Copper range,3,Meet Expectation
E100528,53,Old labor group,Female,Divorced,2,College,Medical,Technical Lead,4,Very High,3,High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E100530,33,Main labor group,Female,Married,3,Bachelor,Medical,Developer,4,Very High,4,Very High,3,Better,8,Silver range,7,Silver range,3,Meet Expectation
E100531,40,Main labor group,Female,Married,1,Below College,Medical,Developer,4,Very High,2,Medium,3,Better,21,Diamond range,8,Silver range,3,Meet Expectation
E100534,34,Main labor group,Male,Married,1,Below College,Life Sciences,Technical Lead,4,Very High,3,High,2,Good,10,Silver range,9,Silver range,3,Meet Expectation
E100536,51,Old labor group,Female,Single,3,Bachelor,Medical,Developer,4,Very High,3,High,3,Better,21,Diamond range,7,Silver range,3,Meet Expectation
E100537,52,Old labor group,Male,Married,4,Master,Life Sciences,Developer,3,High,1,Low,3,Better,34,Diamond range,18,Gold range,3,Meet Expectation
E100538,27,Main labor group,Female,Single,3,Bachelor,Medical,Developer,4,Very High,4,Very High,2,Good,7,Silver range,7,Silver range,3,Meet Expectation
E100539,35,Main labor group,Male,Married,2,College,Life Sciences,Developer,2,Medium,1,Low,3,Better,8,Silver range,0,no exps,3,Meet Expectation
E100540,43,Middle-aged labor group,Male,Divorced,3,Bachelor,Medical,Technical Lead,4,Very High,4,Very High,4,Best,7,Silver range,4,Copper range,3,Meet Expectation
E100542,45,Middle-aged labor group,Male,Married,2,College,Medical,Technical Lead,1,Low,4,Very High,3,Better,22,Diamond range,8,Silver range,3,Meet Expectation
E100545,37,Main labor group,Male,Married,3,Bachelor,Life Sciences,Developer,2,Medium,1,Low,2,Good,8,Silver range,7,Silver range,3,Meet Expectation
E100547,35,Main labor group,Female,Single,3,Bachelor,Medical,Developer,2,Medium,4,Very High,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100548,42,Middle-aged labor group,Female,Divorced,2,College,Medical,Developer,3,High,2,Medium,3,Better,11,Gold range,3,Copper range,3,Meet Expectation
E100549,38,Main labor group,Male,Married,4,Master,Life Sciences,Technical Lead,4,Very High,2,Medium,3,Better,14,Gold range,0,no exps,3,Meet Expectation
E100551,38,Main labor group,Male,Married,3,Bachelor,Technical Degree,Technical Lead,4,Very High,1,Low,1,Bad,9,Silver range,7,Silver range,3,Meet Expectation
E100552,27,Main labor group,Male,Married,1,Below College,Technical Degree,Developer,3,High,3,High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100553,49,Middle-aged labor group,Male,Divorced,4,Master,Life Sciences,Technical Lead,4,Very High,1,Low,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E100555,34,Main labor group,Male,Divorced,4,Master,Medical,Developer,4,Very High,4,Very High,4,Best,5,Copper range,3,Copper range,3,Meet Expectation
E100559,40,Main labor group,Male,Married,2,College,Medical,Developer,3,High,3,High,4,Best,15,Gold range,2,Copper range,3,Meet Expectation
E100560,38,Main labor group,Male,Married,1,Below College,Medical,Technical Lead,2,Medium,2,Medium,3,Better,17,Gold range,0,no exps,3,Meet Expectation
E100561,29,Main labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,2,Medium,4,Very High,2,Good,10,Silver range,4,Copper range,2,Needs Improvement
E100562,22,Young labor group,Male,Divorced,3,Bachelor,Life Sciences,Technical Lead,4,Very High,1,Low,2,Good,4,Copper range,2,Copper range,3,Meet Expectation
E100564,36,Main labor group,Female,Single,1,Below College,Medical,Developer,2,Medium,1,Low,3,Better,8,Silver range,1,Copper range,3,Meet Expectation
E100565,40,Main labor group,Male,Married,5,Doctor,Life Sciences,Technical Lead,4,Very High,4,Very High,1,Bad,5,Copper range,2,Copper range,3,Meet Expectation
E100569,32,Main labor group,Male,Married,4,Master,Medical,Sales Executive,4,Very High,3,High,2,Good,14,Gold range,8,Silver range,3,Meet Expectation
E100571,27,Main labor group,Female,Single,3,Bachelor,Life Sciences,Sales Executive,4,Very High,4,Very High,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E100574,51,Old labor group,Male,Married,4,Master,Life Sciences,Data Scientist,2,Medium,4,Very High,1,Bad,16,Gold range,9,Silver range,3,Meet Expectation
E100576,41,Middle-aged labor group,Female,Single,3,Bachelor,Life Sciences,Manager,4,Very High,3,High,3,Better,16,Gold range,0,no exps,3,Meet Expectation
E100577,30,Main labor group,Female,Single,4,Master,Marketing,Sales Executive,3,High,3,High,2,Good,9,Silver range,3,Copper range,3,Meet Expectation
E100578,29,Main labor group,Male,Single,3,Bachelor,Technical Degree,Developer,3,High,4,Very High,2,Good,7,Silver range,2,Copper range,3,Meet Expectation
E100580,45,Middle-aged labor group,Female,Single,3,Bachelor,Medical,Sales Executive,4,Very High,4,Very High,3,Better,23,Diamond range,7,Silver range,3,Meet Expectation
E100581,54,Old labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,4,Very High,4,Very High,3,Better,16,Gold range,2,Copper range,3,Meet Expectation
E100582,36,Main labor group,Male,Single,2,College,Life Sciences,Technical Lead,4,Very High,4,Very High,4,Best,16,Gold range,11,Gold range,3,Meet Expectation
E100584,37,Main labor group,Male,Divorced,3,Bachelor,Other,Developer,2,Medium,3,High,3,Better,10,Silver range,8,Silver range,3,Meet Expectation
E100586,31,Main labor group,Male,Married,4,Master,Medical,Developer,3,High,4,Very High,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E100589,37,Main labor group,Male,Divorced,4,Master,Marketing,Sales Representative,1,Low,3,High,3,Better,13,Gold range,8,Silver range,2,Needs Improvement
E100590,29,Main labor group,Female,Married,1,Below College,Medical,Sales Executive,2,Medium,4,Very High,3,Better,11,Gold range,10,Silver range,2,Needs Improvement
E100592,35,Main labor group,Female,Single,3,Bachelor,Marketing,Sales Executive,3,High,1,Low,4,Best,10,Silver range,7,Silver range,4,Exceed Expectation
E100593,29,Main labor group,Male,Single,1,Below College,Medical,Developer,3,High,3,High,2,Good,4,Copper range,3,Copper range,3,Meet Expectation
E100594,52,Old labor group,Female,Single,3,Bachelor,Life Sciences,Technical Lead,3,High,2,Medium,2,Good,6,Silver range,2,Copper range,3,Meet Expectation
E100597,42,Middle-aged labor group,Male,Married,2,College,Technical Degree,Developer,3,High,4,Very High,3,Better,22,Diamond range,17,Gold range,3,Meet Expectation
E100599,59,Old labor group,Male,Married,2,College,Medical,Human Resources,2,Medium,4,Very High,2,Good,7,Silver range,2,Copper range,2,Needs Improvement
E100601,50,Middle-aged labor group,Female,Divorced,4,Master,Medical,Manager,4,Very High,3,High,2,Good,32,Diamond range,0,no exps,3,Meet Expectation
E100603,33,Main labor group,Male,Married,3,Bachelor,Medical,Developer,3,High,3,High,1,Bad,8,Silver range,4,Copper range,3,Meet Expectation
E100605,43,Middle-aged labor group,Female,Married,3,Bachelor,Marketing,Manager,4,Very High,3,High,3,Better,22,Diamond range,13,Gold range,4,Exceed Expectation
E100606,33,Main labor group,Female,Married,2,College,Life Sciences,Developer,1,Low,1,Low,4,Best,13,Gold range,7,Silver range,3,Meet Expectation
E100607,52,Old labor group,Male,Single,4,Master,Life Sciences,Manager,1,Low,4,Very High,4,Best,33,Diamond range,7,Silver range,2,Needs Improvement
E100609,32,Main labor group,Male,Single,3,Bachelor,Life Sciences,Developer,4,Very High,4,Very High,1,Bad,4,Copper range,2,Copper range,3,Meet Expectation
E100610,39,Main labor group,Female,Divorced,4,Master,Medical,Data Scientist,3,High,3,High,3,Better,7,Silver range,2,Copper range,3,Meet Expectation
E100611,32,Main labor group,Male,Married,4,Master,Marketing,Sales Executive,3,High,1,Low,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E100612,41,Middle-aged labor group,Male,Divorced,2,College,Life Sciences,Data Scientist,3,High,1,Low,2,Good,17,Gold range,0,no exps,3,Meet Expectation
E100615,31,Main labor group,Male,Divorced,4,Master,Medical,Technical Lead,2,Medium,1,Low,3,Better,9,Silver range,2,Copper range,2,Needs Improvement
E100616,33,Main labor group,Female,Married,4,Master,Life Sciences,Developer,3,High,3,High,2,Good,2,Copper range,2,Copper range,3,Meet Expectation
E100617,34,Main labor group,Male,Married,4,Master,Life Sciences,Developer,4,Very High,2,Medium,3,Better,13,Gold range,9,Silver range,3,Meet Expectation
E100618,37,Main labor group,Female,Married,2,College,Medical,Technical Lead,3,High,1,Low,2,Good,17,Gold range,1,Copper range,3,Meet Expectation
E100619,45,Middle-aged labor group,Male,Married,4,Master,Life Sciences,Technical Lead,1,Low,4,Very High,3,Better,9,Silver range,2,Copper range,4,Exceed Expectation
E100620,37,Main labor group,Male,Divorced,3,Bachelor,Medical,Developer,1,Low,2,Medium,3,Better,17,Gold range,0,no exps,3,Meet Expectation
E100621,39,Main labor group,Female,Single,4,Master,Technical Degree,Developer,3,High,4,Very High,3,Better,20,Gold range,6,Silver range,4,Exceed Expectation
E100625,42,Middle-aged labor group,Female,Single,2,College,Life Sciences,Developer,4,Very High,3,High,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100627,29,Main labor group,Male,Divorced,2,College,Marketing,Sales Executive,4,Very High,4,Very High,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100628,25,Main labor group,Female,Married,3,Bachelor,Life Sciences,Developer,1,Low,4,Very High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E100629,42,Middle-aged labor group,Female,Divorced,3,Bachelor,Medical,Developer,4,Very High,3,High,3,Better,10,Silver range,6,Silver range,3,Meet Expectation
E100630,40,Main labor group,Male,Divorced,2,College,Medical,Data Scientist,1,Low,4,Very High,3,Better,22,Diamond range,7,Silver range,2,Needs Improvement
E100631,51,Old labor group,Male,Married,3,Bachelor,Life Sciences,Developer,3,High,2,Medium,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E100637,32,Main labor group,Male,Married,3,Bachelor,Life Sciences,Technical Lead,2,Medium,3,High,1,Bad,5,Copper range,1,Copper range,3,Meet Expectation
E100639,38,Main labor group,Male,Married,2,College,Life Sciences,Sales Executive,4,Very High,4,Very High,3,Better,13,Gold range,7,Silver range,3,Meet Expectation
E100640,32,Main labor group,Male,Single,1,Below College,Technical Degree,Developer,4,Very High,4,Very High,3,Better,9,Silver range,2,Copper range,3,Meet Expectation
E100641,46,Middle-aged labor group,Female,Married,3,Bachelor,Technical Degree,Manager,3,High,2,Medium,2,Good,28,Diamond range,7,Silver range,3,Meet Expectation
E100642,28,Main labor group,Male,Single,4,Master,Life Sciences,Developer,1,Low,3,High,1,Bad,5,Copper range,0,no exps,3,Meet Expectation
E100644,29,Main labor group,Male,Married,3,Bachelor,Medical,Sales Executive,1,Low,2,Medium,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E100645,31,Main labor group,Male,Married,3,Bachelor,Medical,Data Scientist,2,Medium,2,Medium,3,Better,10,Silver range,0,no exps,4,Exceed Expectation
E100647,25,Main labor group,Male,Divorced,2,College,Life Sciences,Developer,2,Medium,4,Very High,3,Better,6,Silver range,3,Copper range,3,Meet Expectation
E100650,45,Middle-aged labor group,Male,Married,2,College,Medical,Technical Lead,3,High,2,Medium,3,Better,21,Diamond range,7,Silver range,3,Meet Expectation
E100652,55,Old labor group,Male,Single,3,Bachelor,Medical,Developer,4,Very High,3,High,3,Better,37,Diamond range,10,Silver range,3,Meet Expectation
E100655,28,Main labor group,Male,Married,3,Bachelor,Medical,Technical Lead,4,Very High,4,Very High,2,Good,5,Copper range,2,Copper range,4,Exceed Expectation
E100656,37,Main labor group,Male,Married,4,Master,Medical,Sales Executive,3,High,2,Medium,4,Best,7,Silver range,4,Copper range,4,Exceed Expectation
E100657,21,Young labor group,Male,Single,2,College,Medical,Developer,4,Very High,1,Low,4,Best,3,Copper range,2,Copper range,4,Exceed Expectation
E100658,37,Main labor group,Female,Divorced,4,Master,Medical,Developer,1,Low,1,Low,3,Better,15,Gold range,2,Copper range,3,Meet Expectation
E100659,35,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Technical Lead,2,Medium,2,Medium,2,Good,10,Silver range,7,Silver range,3,Meet Expectation
E100660,38,Main labor group,Female,Divorced,2,College,Medical,Sales Executive,1,Low,3,High,3,Better,8,Silver range,0,no exps,4,Exceed Expectation
E100662,26,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Data Scientist,3,High,1,Low,1,Bad,6,Silver range,5,Copper range,3,Meet Expectation
E100663,50,Middle-aged labor group,Male,Divorced,1,Below College,Life Sciences,Developer,1,Low,1,Low,2,Good,28,Diamond range,4,Copper range,2,Needs Improvement
E100664,53,Old labor group,Male,Married,4,Master,Medical,Technical Lead,3,High,4,Very High,2,Good,21,Diamond range,3,Copper range,3,Meet Expectation
E100665,42,Middle-aged labor group,Male,Married,1,Below College,Life Sciences,Sales Executive,2,Medium,3,High,3,Better,20,Gold range,16,Gold range,2,Needs Improvement
E100668,26,Main labor group,Male,Married,2,College,Medical,Developer,1,Low,3,High,3,Better,5,Copper range,3,Copper range,3,Meet Expectation
E100669,37,Main labor group,Female,Single,3,Bachelor,Life Sciences,Technical Lead,4,Very High,2,Medium,3,Better,17,Gold range,12,Gold range,3,Meet Expectation
E100670,44,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Developer,4,Very High,4,Very High,1,Bad,19,Gold range,0,no exps,3,Meet Expectation
E100671,38,Main labor group,Male,Divorced,4,Master,Life Sciences,Developer,4,Very High,2,Medium,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100672,26,Main labor group,Male,Divorced,4,Master,Medical,Data Scientist,1,Low,4,Very High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E100673,28,Main labor group,Female,Single,2,College,Life Sciences,Technical Lead,4,Very High,4,Very High,3,Better,5,Copper range,3,Copper range,4,Exceed Expectation
E100674,49,Middle-aged labor group,Female,Single,4,Master,Life Sciences,Developer,3,High,4,Very High,3,Better,22,Diamond range,2,Copper range,3,Meet Expectation
E100677,31,Main labor group,Female,Divorced,3,Bachelor,Marketing,Sales Representative,4,Very High,3,High,2,Good,2,Copper range,2,Copper range,3,Meet Expectation
E100679,26,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,4,Very High,2,Medium,3,Better,8,Silver range,7,Silver range,3,Meet Expectation
E100681,37,Main labor group,Male,Married,3,Bachelor,Medical,Developer,2,Medium,3,High,2,Good,4,Copper range,2,Copper range,2,Needs Improvement
E100682,42,Middle-aged labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,3,High,4,Very High,4,Best,23,Diamond range,4,Copper range,3,Meet Expectation
E100683,18,Young labor group,Male,Single,3,Bachelor,Life Sciences,Developer,3,High,3,High,3,Better,0,no exps,0,no exps,3,Meet Expectation
E100684,35,Main labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,3,High,3,High,2,Good,12,Gold range,9,Silver range,3,Meet Expectation
E100685,36,Main labor group,Male,Married,4,Master,Life Sciences,Developer,3,High,4,Very High,3,Better,4,Copper range,0,no exps,3,Meet Expectation
E100686,51,Old labor group,Male,Divorced,3,Bachelor,Medical,Technical Lead,4,Very High,4,Very High,3,Better,13,Gold range,1,Copper range,3,Meet Expectation
E100688,41,Middle-aged labor group,Male,Single,4,Master,Life Sciences,Manager,4,Very High,2,Medium,3,Better,22,Diamond range,10,Silver range,3,Meet Expectation
E100689,18,Young labor group,Female,Single,3,Bachelor,Medical,Sales Representative,4,Very High,1,Low,3,Better,0,no exps,0,no exps,3,Meet Expectation
E100690,28,Main labor group,Male,Single,2,College,Medical,Data Scientist,2,Medium,3,High,3,Better,9,Silver range,3,Copper range,3,Meet Expectation
E100695,39,Main labor group,Male,Divorced,3,Bachelor,Medical,Technical Lead,3,High,1,Low,2,Good,19,Gold range,10,Silver range,3,Meet Expectation
E100697,36,Main labor group,Female,Married,4,Master,Life Sciences,Technical Lead,2,Medium,3,High,3,Better,11,Gold range,8,Silver range,3,Meet Expectation
E100698,32,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,4,Very High,3,High,2,Good,13,Gold range,8,Silver range,3,Meet Expectation
E100699,38,Main labor group,Female,Married,2,College,Life Sciences,Developer,1,Low,3,High,3,Better,19,Gold range,8,Silver range,3,Meet Expectation
E100701,31,Main labor group,Male,Married,4,Master,Technical Degree,Developer,3,High,3,High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100702,31,Main labor group,Male,Married,3,Bachelor,Human Resources,Human Resources,1,Low,4,Very High,3,Better,9,Silver range,2,Copper range,2,Needs Improvement
E100703,45,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Technical Lead,1,Low,1,Low,3,Better,24,Diamond range,9,Silver range,3,Meet Expectation
E100704,31,Main labor group,Male,Divorced,4,Master,Life Sciences,Developer,3,High,2,Medium,1,Bad,3,Copper range,2,Copper range,3,Meet Expectation
E100706,33,Main labor group,Female,Married,4,Master,Life Sciences,Developer,4,Very High,2,Medium,3,Better,12,Gold range,6,Silver range,3,Meet Expectation
E100707,39,Main labor group,Male,Married,1,Below College,Medical,Developer,3,High,4,Very High,3,Better,21,Diamond range,9,Silver range,3,Meet Expectation
E100708,43,Middle-aged labor group,Female,Single,4,Master,Life Sciences,Developer,3,High,1,Low,3,Better,9,Silver range,7,Silver range,3,Meet Expectation
E100709,49,Middle-aged labor group,Female,Single,2,College,Technical Degree,Technical Lead,3,High,4,Very High,3,Better,25,Diamond range,1,Copper range,3,Meet Expectation
E100712,27,Main labor group,Female,Single,3,Bachelor,Life Sciences,Technical Lead,3,High,2,Medium,2,Good,4,Copper range,3,Copper range,3,Meet Expectation
E100714,32,Main labor group,Female,Married,2,College,Technical Degree,Sales Executive,3,High,4,Very High,3,Better,13,Gold range,12,Gold range,3,Meet Expectation
E100715,27,Main labor group,Male,Single,3,Bachelor,Life Sciences,Sales Executive,4,Very High,1,Low,3,Better,5,Copper range,4,Copper range,3,Meet Expectation
E100716,31,Main labor group,Male,Divorced,3,Bachelor,Marketing,Sales Executive,4,Very High,4,Very High,3,Better,13,Gold range,7,Silver range,3,Meet Expectation
E100717,32,Main labor group,Female,Single,4,Master,Medical,Technical Lead,1,Low,3,High,2,Good,10,Silver range,7,Silver range,3,Meet Expectation
E100719,30,Main labor group,Female,Married,2,College,Medical,Delivery Manager,4,Very High,4,Very High,3,Better,11,Gold range,8,Silver range,3,Meet Expectation
E100722,39,Main labor group,Male,Married,2,College,Medical,Developer,3,High,1,Low,3,Better,21,Diamond range,9,Silver range,3,Meet Expectation
E100723,39,Main labor group,Female,Married,2,College,Medical,Sales Executive,4,Very High,1,Low,2,Good,12,Gold range,0,no exps,3,Meet Expectation
E100724,33,Main labor group,Male,Single,3,Bachelor,Marketing,Sales Executive,2,Medium,3,High,2,Good,9,Silver range,7,Silver range,4,Exceed Expectation
E100725,47,Middle-aged labor group,Male,Married,5,Doctor,Life Sciences,Data Scientist,4,Very High,2,Medium,3,Better,21,Diamond range,2,Copper range,3,Meet Expectation
E100727,27,Main labor group,Male,Married,1,Below College,Marketing,Sales Executive,3,High,4,Very High,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E100729,43,Middle-aged labor group,Female,Married,3,Bachelor,Life Sciences,Delivery Manager,3,High,1,Low,2,Good,10,Silver range,0,no exps,3,Meet Expectation
E100730,45,Middle-aged labor group,Male,Married,4,Master,Other,Developer,4,Very High,1,Low,3,Better,12,Gold range,9,Silver range,3,Meet Expectation
E100731,40,Main labor group,Male,Married,2,College,Medical,Sales Executive,2,Medium,3,High,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E100732,29,Main labor group,Male,Married,4,Master,Other,Developer,2,Medium,4,Very High,2,Good,7,Silver range,7,Silver range,3,Meet Expectation
E100734,30,Main labor group,Female,Divorced,3,Bachelor,Marketing,Sales Executive,4,Very High,3,High,3,Better,10,Silver range,9,Silver range,3,Meet Expectation
E100736,27,Main labor group,Female,Married,4,Master,Marketing,Sales Executive,2,Medium,1,Low,3,Better,8,Silver range,7,Silver range,3,Meet Expectation
E100738,37,Main labor group,Male,Divorced,2,College,Medical,Delivery Manager,4,Very High,3,High,2,Good,8,Silver range,2,Copper range,3,Meet Expectation
E100739,38,Main labor group,Male,Divorced,2,College,Life Sciences,Developer,3,High,2,Medium,3,Better,12,Gold range,10,Silver range,3,Meet Expectation
E100740,31,Main labor group,Female,Single,4,Master,Medical,Delivery Manager,3,High,3,High,2,Good,11,Gold range,9,Silver range,3,Meet Expectation
E100741,29,Main labor group,Female,Divorced,1,Below College,Marketing,Sales Executive,4,Very High,1,Low,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E100742,35,Main labor group,Male,Single,4,Master,Technical Degree,Delivery Manager,3,High,4,Very High,3,Better,17,Gold range,6,Silver range,3,Meet Expectation
E100744,41,Middle-aged labor group,Male,Single,3,Bachelor,Medical,Developer,4,Very High,4,Very High,3,Better,8,Silver range,4,Copper range,3,Meet Expectation
E100745,47,Middle-aged labor group,Male,Single,1,Below College,Medical,Sales Representative,2,Medium,1,Low,3,Better,5,Copper range,0,no exps,3,Meet Expectation
E100746,42,Middle-aged labor group,Female,Single,5,Doctor,Life Sciences,Developer,1,Low,2,Medium,3,Better,16,Gold range,0,no exps,3,Meet Expectation
E100747,29,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,4,Very High,1,Low,2,Good,4,Copper range,3,Copper range,3,Meet Expectation
E100748,42,Middle-aged labor group,Male,Divorced,1,Below College,Technical Degree,Human Resources,3,High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E100752,37,Main labor group,Male,Divorced,3,Bachelor,Medical,Delivery Manager,3,High,1,Low,3,Better,13,Gold range,7,Silver range,3,Meet Expectation
E100754,26,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,3,High,2,Medium,3,Better,8,Silver range,7,Silver range,3,Meet Expectation
E100756,21,Young labor group,Female,Single,1,Below College,Technical Degree,Sales Representative,1,Low,3,High,3,Better,3,Copper range,2,Copper range,2,Needs Improvement
E100757,36,Main labor group,Female,Single,5,Doctor,Medical,Sales Executive,4,Very High,2,Medium,3,Better,7,Silver range,0,no exps,3,Meet Expectation
E100759,36,Main labor group,Male,Married,4,Master,Medical,Sales Executive,1,Low,1,Low,3,Better,16,Gold range,9,Silver range,2,Needs Improvement
E100760,57,Old labor group,Male,Married,4,Master,Medical,Developer,4,Very High,3,High,3,Better,15,Gold range,2,Copper range,3,Meet Expectation
E100761,40,Main labor group,Female,Married,4,Master,Life Sciences,Delivery Manager,4,Very High,3,High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100762,21,Young labor group,Male,Single,2,College,Medical,Sales Representative,1,Low,3,High,2,Good,3,Copper range,2,Copper range,2,Needs Improvement
E100766,41,Middle-aged labor group,Male,Single,3,Bachelor,Marketing,Sales Executive,1,Low,3,High,3,Better,8,Silver range,7,Silver range,2,Needs Improvement
E100770,40,Main labor group,Male,Married,2,College,Marketing,Sales Executive,3,High,1,Low,3,Better,8,Silver range,4,Copper range,3,Meet Expectation
E100771,31,Main labor group,Male,Single,4,Master,Life Sciences,Developer,3,High,4,Very High,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E100772,21,Young labor group,Female,Single,3,Bachelor,Life Sciences,Sales Representative,3,High,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100773,29,Main labor group,Male,Single,3,Bachelor,Life Sciences,Delivery Manager,4,Very High,4,Very High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100774,35,Main labor group,Male,Single,4,Master,Life Sciences,Developer,3,High,3,High,3,Better,10,Silver range,1,Copper range,3,Meet Expectation
E100775,27,Main labor group,Male,Divorced,2,College,Medical,Data Scientist,4,Very High,2,Medium,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E100776,28,Main labor group,Male,Single,4,Master,Life Sciences,Sales Executive,2,Medium,4,Very High,3,Better,7,Silver range,5,Copper range,3,Meet Expectation
E100777,49,Middle-aged labor group,Male,Single,3,Bachelor,Other,Delivery Manager,2,Medium,3,High,3,Better,26,Diamond range,2,Copper range,3,Meet Expectation
E100778,51,Old labor group,Female,Married,2,College,Life Sciences,Sales Executive,3,High,3,High,2,Good,18,Gold range,7,Silver range,3,Meet Expectation
E100779,36,Main labor group,Female,Married,3,Bachelor,Life Sciences,Developer,4,Very High,2,Medium,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100780,34,Main labor group,Male,Single,3,Bachelor,Marketing,Sales Executive,1,Low,2,Medium,2,Good,9,Silver range,2,Copper range,3,Meet Expectation
E100783,55,Old labor group,Female,Single,3,Bachelor,Life Sciences,Delivery Manager,3,High,3,High,3,Better,30,Diamond range,4,Copper range,3,Meet Expectation
